address,district,area,bedrooms,garage,rent,total,zone,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet
Rua Frei Inacio da Conceicao,Outros,60,1,0,1650,1866,Outro,False,True,False,False
Rua Rondinha,Chacara Inglesa,70,2,1,3400,4656,Outro,True,False,False,False
Avenida da Liberdade,Liberdade,27,1,0,2000,2528,Centro,False,False,False,True
Rua Salvador Mota,Outros,52,1,0,900,983,Outro,False,True,False,False
Avenida Monte Celeste,Outros,40,1,0,804,895,Outro,False,True,False,False
Rua Joseph Nigri,Outros,69,2,1,4496,5684,Outro,True,False,False,False
Rua Natividade Saldanha,Outros,25,0,0,1050,1314,Outro,False,False,False,True
Rua Paulino de Brito,Outros,70,2,0,1397,1499,Outro,False,True,False,False
R Nereu Rangel Pestana,Outros,35,2,0,1100,1563,Outro,True,False,False,False
Rua Vale Formoso,Outros,45,2,0,1544,1893,Outro,True,False,False,False
Avenida Ede,Outros,57,2,1,1738,2462,Outro,True,False,False,False
Rua Cicero Fernandes de Lyra,Outros,180,2,5,4500,4698,Outro,False,True,False,False
Rua Brigadeiro Tobias,Centro Historico de Sao Paulo,38,1,0,1800,2857,Outro,False,False,True,False
Rua Carlos Weber,Vila Leopoldina,80,3,2,3576,4874,Oeste,True,False,False,False
"Aclimacao, Sao Paulo - Sp, 04109-120, Brasil",Aclimacao,230,3,5,10550,11180,Outro,False,True,False,False
Avenida Alcantara Machado,Bras,26,1,0,800,1123,Outro,False,False,False,True
Rua Croata,Vila Ipojuca,74,3,1,2504,3874,Outro,True,False,False,False
Avenida Sapopemba,Outros,42,1,0,1118,1191,Outro,True,False,False,False
Rua Tenente Inacio da Silveira,Mooca,85,2,1,3200,3685,Leste,False,True,False,False
Rua Doutor Clemente Jobim,Jardim da Gloria,29,1,0,2500,2986,Outro,True,False,False,False
Avenida Basileia,Lauzane Paulista,52,2,0,1450,2079,Outro,True,False,False,False
Rua Joao Rudge,Casa Verde,79,2,2,4200,5022,Norte,True,False,False,False
Rua Joao Biancalana,Outros,61,3,1,1650,2106,Outro,True,False,False,False
Avenida Brigadeiro Luis Antonio,Bela Vista,45,1,1,2200,2734,Centro,True,False,False,False
Rua Pixibas,Vila Gustavo,34,1,0,1038,1112,Outro,False,True,False,False
Rua Antonio Julio dos Santos,Outros,50,2,1,1600,2247,Outro,True,False,False,False
Rua Leonardo do Vale,Outros,28,1,1,1900,2124,Outro,False,False,False,True
Rua Doutor Augusto de Miranda,Pompeia,60,2,1,3000,4031,Outro,True,False,False,False
Rua General Chagas Santos,Vila da Saude,32,1,1,2699,3593,Outro,True,False,False,False
Avenida Senador Queiros,Centro Historico de Sao Paulo,20,1,0,1850,2551,Outro,False,False,False,True
Rua Mendes Nunes,Outros,90,2,1,1500,1652,Outro,False,True,False,False
Rua Coronel Euclides Machado,Outros,42,2,1,1312,1692,Outro,True,False,False,False
Rua Estado de Israel,Vila Clementino,43,1,1,4500,5248,Outro,True,False,False,False
Rua Francisco Bernardino,Piqueri,125,3,3,2950,3075,Outro,False,True,False,False
Avenida Corifeu de Azevedo Marques,Butanta,20,1,0,1200,1266,Outro,False,False,False,True
Rua Martins Fontes,Centro,40,1,1,2800,3668,Outro,True,False,False,False
Rua Alexandre Dumas,Chacara Santo Antonio (zona Sul),45,2,1,2900,3904,Outro,True,False,False,False
Rua Silva Teles,Bras,59,2,1,3100,3707,Outro,True,False,False,False
Rua Genebra,Bela Vista,25,1,0,2764,3271,Centro,False,False,False,True
Rua Monsenhor Andrade,Bras,80,2,0,2350,2942,Outro,True,False,False,False
Avenida Gaivota Preta,Outros,50,2,1,950,1221,Outro,True,False,False,False
Rua Herval,Belenzinho,30,1,0,1400,1654,Leste,False,False,False,True
Avenida Portugal,Outros,44,1,1,4600,4854,Outro,True,False,False,False
Avenida Vila Ema,Vila Ema,66,3,1,2800,3608,Outro,True,False,False,False
Rua Padre Marcos Simoni,Outros,40,1,1,1324,1478,Outro,False,True,False,False
Avenida Barro Branco,Outros,30,1,1,1200,1286,Outro,False,True,False,False
Avenida Rio Branco,Campos Eliseos,32,1,0,1300,1800,Outro,True,False,False,False
Rua Grapecica,Brooklin Paulista,190,4,2,6600,7300,Outro,False,True,False,False
Rua Heitor Peixoto,Cambuci,60,2,1,2300,3102,Centro,True,False,False,False
Rua Pamplona,Jardim Paulista,81,1,1,3400,4373,Oeste,True,False,False,False
Avenida General Valdomiro de Lima,Jabaquara,35,1,1,1790,2314,Sul,True,False,False,False
Rua Major Dantas Cortez,Vila Gustavo,50,2,1,1780,2371,Outro,True,False,False,False
Rua Voluntarios da Patria,Santana,28,1,0,1800,2329,Norte,True,False,False,False
Avenida Lacerda Franco,Cambuci,72,2,0,2200,3082,Centro,True,False,False,False
Rua Jose Coimbra,Vila Andrade,61,2,1,1682,2647,Sul,True,False,False,False
Avenida do Oratorio,Outros,53,2,1,2037,2595,Outro,True,False,False,False
Rua Pequetita,Vila Olimpia,36,1,1,3200,4242,Outro,True,False,False,False
Avenida Leoncio de Magalhaes,Jardim Sao Paulo(zona Norte),50,2,0,2900,3732,Outro,True,False,False,False
Rua Salvador Rosa,Outros,34,1,1,1447,1503,Outro,True,False,False,False
Avenida Miguel Estefno,Vila da Saude,72,3,2,2100,3348,Outro,True,False,False,False
Rua Cananeia,Outros,60,2,1,1500,2241,Outro,True,False,False,False
Rua Aguas Claras,Outros,90,2,5,1978,2062,Outro,False,True,False,False
Rua Padre Joao Gualberto,Imirim,55,2,1,2300,3139,Outro,True,False,False,False
Avenida Damasceno Vieira,Vila Mascote,70,2,1,2200,3249,Outro,True,False,False,False
Rua Boacica,Cidade Patriarca,40,2,0,1600,1662,Outro,True,False,False,False
Rua Cardeal Arcoverde,Pinheiros,48,2,1,3700,4930,Oeste,True,False,False,False
Rua Leontina Atui Nogueira,Outros,70,2,2,2500,2756,Outro,False,True,False,False
Avenida do Anastacio,Outros,65,3,1,1990,2615,Outro,True,False,False,False
Rua Pedro Pires,Vila Carrao,38,1,0,2000,2270,Outro,False,False,False,True
Rua das Aroeiras,Outros,60,2,2,2300,2857,Outro,True,False,False,False
Avenida Bartholomeu de Carlos,Outros,68,2,1,2500,3127,Outro,True,False,False,False
Avenida Ipiranga,Centro Historico de Sao Paulo,30,1,0,1850,2367,Outro,False,False,False,True
Alameda Santos,Cerqueira Cesar,54,1,1,4400,5486,Outro,True,False,False,False
Rua Augusto Reginato,Vila Carrao,33,1,0,1270,1514,Outro,False,False,False,True
Rua Iliria,Outros,32,1,0,1700,2091,Outro,False,False,False,True
Rua Dom Joaquim de Oliveira,Cidade Patriarca,40,2,0,1500,1708,Outro,True,False,False,False
Rua Vinte E Cinco de Dezembro,Outros,50,1,0,790,854,Outro,False,True,False,False
Rua Filipe Cardoso,Outros,141,3,3,6000,6707,Outro,False,True,False,False
Avenida Rouxinol,Indianopolis,45,1,1,3400,4455,Outro,True,False,False,False
Rua Dias da Silva,Outros,63,1,1,4000,4867,Outro,True,False,False,False
Rua Doutor Getulio Vargas Barbosa,Outros,150,3,2,3100,3390,Outro,False,True,False,False
Rua Doutor Plinio Barreto,Bela Vista,50,1,1,3150,3836,Centro,True,False,False,False
Rua Carlos Weber,Vila Leopoldina,88,2,2,4900,6364,Oeste,True,False,False,False
Rua Gabus Mendes,Republica,98,2,0,3500,4622,Outro,True,False,False,False
Avenida Sebastiao Henriques,Outros,40,2,1,1270,1919,Outro,True,False,False,False
Rua dos Andradas,Santa Efigenia,30,1,0,747,1196,Outro,False,False,False,True
Rua Charles Darwin,Vila Santa Catarina,56,2,1,1470,2202,Outro,True,False,False,False
Avenida Cupece,Jardim Prudencia,34,2,0,1800,2239,Outro,True,False,False,False
Rua Cancioneiro de Evora,Santo Amaro,73,2,1,2850,3885,Sul,True,False,False,False
Avenida Jabaquara,Mirandopolis,25,1,0,2500,3176,Outro,False,False,False,True
Rua Sao Jose,Santo Amaro,45,1,1,1600,2462,Sul,True,False,False,False
Rua Doutor Gentil Leite Martins,Outros,65,3,1,2200,3009,Outro,True,False,False,False
Rua Alves Guimaraes,Pinheiros,32,1,0,4000,4609,Oeste,True,False,False,False
Rua Artur Prado,Bela Vista,51,1,1,3200,4239,Centro,True,False,False,False
Rua Martiniano de Carvalho,Bela Vista,42,1,0,1500,1856,Centro,False,False,False,True
Rua Itapiru,Vila da Saude,80,3,1,3500,4576,Outro,True,False,False,False
Rua Coronel Jordao,Vila Guilherme,39,1,1,2047,2841,Norte,True,False,False,False
Rua Cardeal Arcoverde,Pinheiros,55,2,1,3808,4862,Oeste,True,False,False,False
Rua Jose Lazaro Zanetti,Outros,20,1,0,960,1014,Outro,False,False,False,True
Rua Joao Avelino Pinho Mellao,Outros,55,2,1,1670,2125,Outro,True,False,False,False
Rua Itapaje,Vila Nova Cachoeirinha,32,1,0,780,813,Norte,False,True,False,False
Rua Eugenio Falk,Saude,30,1,0,1000,1038,Outro,False,False,False,True
Rua Sao Severiano,Outros,30,1,0,1200,1386,Outro,True,False,False,False
Rua Manuel Leiroz,Outros,45,2,0,1360,1863,Outro,True,False,False,False
Avenida Fuad Lutfalla,Outros,30,1,0,950,1064,Outro,False,False,False,True
Praca da Bandeira,Centro Historico de Sao Paulo,140,3,0,3500,4195,Outro,True,False,False,False
Avenida Engenheiro Armando de Arruda Pereira,Outros,54,2,1,1800,2420,Outro,True,False,False,False
Rua Artur Prado,Bela Vista,26,1,0,3000,3600,Centro,False,False,False,True
Rua Domingos de Morais,Vila Mariana,32,1,0,3380,3974,Sul,True,False,False,False
Rua Dona Ana Neri,Cambuci,37,2,1,1300,1740,Centro,True,False,False,False
Rua Nova Aurora,Vila Guilhermina,30,1,0,1600,1812,Outro,True,False,False,False
Rua Amambai,Outros,45,2,0,1300,1450,Outro,True,False,False,False
Rua Fortunato,Santa Cecilia,58,2,1,2800,3847,Outro,True,False,False,False
Rua Consolacao,Consolacao,43,1,1,3380,4125,Outro,False,False,False,True
Rua Ribeiro do Vale,Brooklin Paulista,50,1,0,3600,4400,Outro,False,False,False,True
Rua Catarina Vieira,Outros,44,2,0,2300,2559,Outro,True,False,False,False
Rua Diogo Vaz,Cambuci,71,2,1,1850,2910,Centro,True,False,False,False
Rua Brigadeiro Tobias,Centro Historico de Sao Paulo,38,2,0,1500,2433,Outro,True,False,False,False
Rua Joao Bizarro da Nave,Outros,60,2,0,1965,2775,Outro,True,False,False,False
Rua Messias dos Reis Costa,Vila Nova Cachoeirinha,21,1,1,900,935,Norte,False,False,False,True
Rua Pascal,Campo Belo,70,2,2,6000,7604,Sul,True,False,False,False
Rua Marie Nader Calfat,Jardim Ampliacao,65,2,2,5000,6385,Outro,True,False,False,False
Rua Otilia,Vila Esperanca,41,2,0,1600,1816,Outro,True,False,False,False
Avenida Raimundo Pereira de Magalhaes,Outros,46,2,1,2850,3260,Outro,True,False,False,False
Rua Padre Antonio de Gennaro Casa,Outros,48,2,0,895,933,Outro,False,True,False,False
Rua Rosacruz,Outros,55,2,1,2900,3147,Outro,True,False,False,False
Rua Doutor Braulio Gomes,Republica,31,1,0,2200,2807,Outro,True,False,False,False
Rua Caracaxa,Outros,45,2,0,1530,1695,Outro,False,False,True,False
Rua Antonio das Chagas,Chacara Santo Antonio (zona Sul),79,3,2,5950,6918,Outro,True,False,False,False
Rua Bocoroca,Outros,26,1,0,1000,1163,Outro,False,False,False,True
Rua Catumbi,Outros,48,2,1,3000,3539,Outro,False,False,False,True
Rua Ana Cintra,Campos Eliseos,50,1,0,1300,2003,Outro,True,False,False,False
Avenida Parada Pinto,Vila Nova Cachoeirinha,64,3,1,1600,2780,Norte,True,False,False,False
Rua Correia de Lemos,Chacara Inglesa,43,1,0,2500,2952,Outro,True,False,False,False
Rua Morais Navarro,Outros,62,2,0,1800,1869,Outro,True,False,False,False
Rua Leoncio da Costa Vieira,Outros,36,2,0,2800,3038,Outro,False,False,False,True
Rua do Lavapes,Cambuci,36,1,0,1429,2000,Centro,True,False,False,False
Rua Celso Ramos,Vila Andrade,47,2,1,4000,4504,Sul,True,False,False,False
Viela Renaldo Laporta,Outros,25,1,0,850,907,Outro,False,True,False,False
Alfredo Pujol,Santana,50,1,1,1600,2430,Norte,True,False,False,False
Rua Pequetita,Vila Olimpia,47,1,1,3200,4279,Outro,True,False,False,False
Rua Valdir Niemeyer,Sumare,30,1,0,3000,3425,Outro,True,False,False,False
Rua Alexandre Benois,Vila Andrade,46,2,1,2900,3562,Sul,True,False,False,False
Avenida Condessa Elizabeth de Robiano,Outros,39,2,1,1750,2378,Outro,True,False,False,False
Rua Soror Maria Celeste,Outros,39,1,0,1000,1042,Outro,False,True,False,False
Avenida Nove de Julho,Jardim Paulista,39,1,1,4800,4862,Oeste,True,False,False,False
Avenida Casper Libero,Centro Historico de Sao Paulo,25,1,0,2500,3112,Outro,False,False,False,True
Rua Bueno de Andrade,Liberdade,28,1,1,2461,3049,Centro,False,False,False,True
Rua Capricho,Outros,50,2,1,2300,2389,Outro,True,False,False,False
Rua Cipriano Barata,Ipiranga,115,3,2,6800,8907,Sul,True,False,False,False
Rua Epaminondas Melo do Amaral,Outros,40,1,0,819,854,Outro,False,True,False,False
Avenida Portugal,Centro,40,1,0,2000,3797,Outro,True,False,False,False
Avenida Curio,Outros,46,2,1,1284,1816,Outro,True,False,False,False
Rua Elza Guimaraes,Outros,42,1,0,940,1356,Outro,True,False,False,False
Avenida Escola Politecnica,Outros,51,2,1,1800,2549,Outro,True,False,False,False
Rua Bartira,Perdizes,32,1,0,2800,3308,Oeste,False,False,False,True
Rua Sao Bernardo,Cidade Mae do Ceu,48,2,0,1680,2125,Outro,True,False,False,False
Rua Candido Vale,Tatuape,55,2,1,3500,4261,Outro,True,False,False,False
Rua Julio Garita,Vila Suzana,90,3,2,2200,3745,Outro,True,False,False,False
Rua Girassol,Vila Madalena,25,1,0,2600,3334,Outro,False,False,False,True
Rua Antonio Julio dos Santos,Outros,44,2,1,2000,2677,Outro,True,False,False,False
Rua Oscar Freire,Pinheiros,54,1,0,5000,5743,Oeste,True,False,False,False
Rua Clementine Brenne,Morumbi,37,2,0,1850,2331,Oeste,True,False,False,False
Rua da Consolacao,Jardim Paulista,40,1,1,2700,3658,Oeste,True,False,False,False
Rua Dom Sebastiao do Rego,Vila Gumercindo,25,1,0,1654,1967,Outro,False,False,False,True
Avenida Jorge Joao Saad,Outros,80,3,1,3000,4420,Outro,True,False,False,False
Rua da Uniao,Vila Mariana,27,1,0,1900,1928,Sul,True,False,False,False
Rua Alvaro Guimaraes,Bela Vista,33,1,1,3500,4642,Centro,False,False,False,True
Rua Marguerite Louise Riechelman,Outros,30,1,0,950,1032,Outro,False,True,False,False
Rua Verbo Divino,Chacara Santo Antonio (zona Sul),80,3,2,3600,5267,Outro,True,False,False,False
Rua Eugenia S Vitale,Taboao,53,2,1,2000,2782,Outro,True,False,False,False
Rua Nelson Gama de Oliveira,Vila Andrade,80,2,2,4000,5086,Sul,True,False,False,False
Rua Jose de Almeida Soares,Outros,84,3,2,2300,3463,Outro,True,False,False,False
Rua Corinto,Outros,62,2,1,2550,3278,Outro,True,False,False,False
Avenida Aparecida do Rio Negro,Jardim Iris,42,2,1,1600,2181,Outro,True,False,False,False
Rua Messias dos Reis Costa,Vila Nova Cachoeirinha,21,1,0,900,935,Norte,False,False,False,True
Rua Domingos de Morais,Vila Mariana,33,1,0,2500,3105,Sul,True,False,False,False
Rua Celso Ramos,Vila Andrade,81,3,2,3475,4434,Sul,True,False,False,False
Rua Ipojuca,Cidade Mae do Ceu,24,1,0,2240,2697,Outro,False,False,False,True
Rua Genebra,Bela Vista,33,1,1,1938,2634,Centro,False,False,False,True
Praca Julio Mesquita,Republica,65,2,1,5000,6138,Outro,True,False,False,False
Rua Copacabana,Outros,52,2,1,1700,2436,Outro,True,False,False,False
Rua Said Aiach,Paraiso,56,1,1,4800,6458,Outro,True,False,False,False
Rua Francisco Estacio Fortes,Santa Cecilia,75,2,0,2350,2836,Outro,True,False,False,False
Rua Bela Flor,Vila Mariana,80,3,1,2399,3600,Sul,True,False,False,False
Rua Francisco Fett,Outros,30,1,0,850,967,Outro,False,True,False,False
Avenida Barro Branco,Outros,52,2,1,1800,2673,Outro,True,False,False,False
Rua das Margaridas,Jardim das Acacias,57,2,1,3800,4899,Outro,True,False,False,False
Rua Esmeraldino Cavalcanti Torres,Vila Isolina Mazzei,39,2,1,2300,2544,Outro,True,False,False,False
Rua Marques de Lages,Outros,62,3,1,3200,3990,Outro,True,False,False,False
Rua do Paraiso,Paraiso,46,1,2,2850,4304,Outro,False,False,False,True
Avenida Braz Leme,Santana,78,3,1,2832,4416,Norte,True,False,False,False
Rua Doutor Penaforte Mendes,Bela Vista,23,1,0,2570,3298,Centro,False,False,False,True
Rua Dona Vicentina Alegretti,Penha de Franca,38,2,1,1340,1541,Outro,True,False,False,False
Rua Marcos Portugal,Ipiranga,93,2,2,5200,6169,Sul,True,False,False,False
Rua Capote Valente,Pinheiros,27,1,0,3300,4047,Oeste,True,False,False,False
Rua da Consolacao,Cerqueira Cesar,28,1,1,2350,3255,Outro,False,False,False,True
Rua Rubem de Souza,Outros,62,3,1,1650,2335,Outro,True,False,False,False
Rua Pertigalete,Outros,33,1,0,900,938,Outro,False,True,False,False
Rua Barao de Tatui,Vila Buarque,36,1,1,1629,2277,Outro,False,False,False,True
Rua Paris,Sumare,32,1,1,3100,3854,Outro,False,False,False,True
Rua Sete de Abril,Republica,35,1,0,1194,1890,Outro,False,False,False,True
Alameda Barros,Santa Cecilia,50,2,0,3000,3720,Outro,True,False,False,False
Rua Rego Freitas,Republica,29,1,0,2000,2426,Outro,True,False,False,False
Rua Jose Manso,Vila Matilde,28,1,0,2400,2557,Leste,True,False,False,False
Rua Celio,Outros,30,1,0,650,677,Outro,False,True,False,False
Rua Primeiro de Marco,Vila Clementino,80,3,1,2500,3813,Outro,True,False,False,False
Rua Joao Cachoeira,Vila Nova Conceicao,125,2,1,4500,6066,Outro,True,False,False,False
Rua Soares de Avellar,Vila Monte Alegre,24,1,0,1600,1692,Outro,True,False,False,False
Rua Vicente de Saboia,Outros,71,2,1,3870,4775,Outro,True,False,False,False
Via Anchieta,Outros,19,1,0,816,919,Outro,False,False,False,True
Rua Pedroso Alvarenga,Itaim Bibi,70,2,2,5100,7423,Oeste,True,False,False,False
Rua Vale da Perdiz,Outros,20,1,0,650,677,Outro,False,True,False,False
Rua Candida Franco de Barros,Outros,46,2,1,1650,2234,Outro,True,False,False,False
Rua Luiz Porrio,Bela Vista,35,2,0,2000,2577,Centro,True,False,False,False
Rua Dona Veridiana,Outros,45,1,1,2800,4135,Outro,True,False,False,False
Viaduto Nove de Julho,Centro,25,1,1,2580,3461,Outro,False,False,False,True
Rua Jose Estevao de Magalhaes,Outros,52,2,1,2340,2950,Outro,True,False,False,False
Rua Bela Cintra,Consolacao,25,0,0,3500,4335,Outro,False,False,False,True
Rua da Consolacao,Consolacao,55,1,1,5000,5995,Outro,True,False,False,False
Rua Xavier Gouveia,Campo Belo,72,2,1,2057,3336,Sul,True,False,False,False
Rua Cubatao,Vila Mariana,32,1,1,2200,3284,Sul,False,False,False,True
Rua Capote Valente,Pinheiros,60,2,1,3200,3973,Oeste,True,False,False,False
Avenida Rio Branco,Campos Eliseos,40,1,1,1609,2696,Outro,True,False,False,False
Rua Aurora,Santa Efigenia,26,1,0,1200,1569,Outro,False,False,False,True
Rua Antonieta Leitao,Outros,70,3,1,2800,3503,Outro,True,False,False,False
Alameda Ribeiro da Silva,Campos Eliseos,24,1,0,3009,3048,Outro,False,False,False,True
Av. Padre Arlindo Vieira,Outros,66,3,1,2310,2915,Outro,True,False,False,False
Rua Dona Tecla,Outros,77,3,2,2420,3027,Outro,True,False,False,False
Rua Alexandre Levi,Cambuci,72,2,2,3800,4598,Centro,True,False,False,False
Avenida Padre Lebret,Jardim Leonor,80,2,2,6000,7735,Outro,True,False,False,False
Rua Maracana,Vila Ipojuca,89,2,2,7000,8999,Outro,True,False,False,False
Rua Engenheiro Jorge Oliva,Vila Mascote,80,2,2,4000,5463,Outro,True,False,False,False
Rua Benjamin Costa,Jardim Aeroporto,100,3,2,3800,3961,Outro,False,True,False,False
Rua Humberto I,Vila Mariana,30,1,0,4850,5587,Sul,False,False,False,True
Rua Azevedo Macedo,Vila Mariana,26,1,0,3000,3616,Sul,False,False,False,True
Rua Joaquim Antunes,Pinheiros,96,3,1,5000,6535,Oeste,True,False,False,False
Rua Maria Pais de Barros,Outros,30,1,0,790,821,Outro,False,False,False,True
Avenida Engenheiro Luiz Carlos Berrini,Cidade Moncoes,70,1,1,7000,8638,Outro,True,False,False,False
Rua Dona Vitu Giorgi,Jardim Leonor,54,2,1,2000,2681,Outro,True,False,False,False
Rua Guaratuba,Vila Guarani (z Sul),48,1,1,1475,2257,Outro,True,False,False,False
Alameda Campinas,Jardim Paulista,30,1,0,2705,4073,Oeste,True,False,False,False
Rua Pretoria,Vila Formosa,30,1,0,1750,2068,Leste,True,False,False,False
Alameda Barao de Limeira,Campos Eliseos,70,2,0,1759,2587,Outro,True,False,False,False
Rua Ascencional,Jardim Ampliacao,65,2,1,3000,4069,Outro,True,False,False,False
Rua Ouro Branco,Jardim Paulista,39,1,1,1980,3420,Oeste,True,False,False,False
Rua Vale da Perdiz,Outros,26,1,0,730,761,Outro,False,True,False,False
Rua Doutor Djalma Pinheiro Franco,Vila Santa Catarina,27,1,0,2500,2613,Outro,False,False,False,True
Travessa Antonio Bernacchi,Parada Inglesa,50,1,0,1350,1407,Outro,False,True,False,False
Rua Luis Coelho,Consolacao,48,1,1,2430,4276,Outro,True,False,False,False
Rua Francisco Pessoa,Vila Andrade,107,3,2,5400,7423,Sul,False,False,True,False
Rua Sao Vicente de Paulo,Santa Cecilia,38,1,1,2230,3066,Outro,False,False,False,True
Rua Alves Guimaraes,Pinheiros,24,1,0,3500,3908,Oeste,False,False,False,True
Alameda Joaquim Eugenio de Lima,Jardim Paulista,45,1,1,3000,3986,Oeste,True,False,False,False
Rua das Nhandirobas,Jabaquara,14,1,0,1500,1520,Sul,False,False,False,True
Rua Templarios,Vila Formosa,85,2,1,4200,5020,Leste,True,False,False,False
Rua Alvorada,Vila Olimpia,67,2,1,3300,5139,Outro,True,False,False,False
Avenida Celso Garcia,Bras,50,1,0,1250,1654,Outro,True,False,False,False
Rua das Moncoes,Outros,74,2,2,3200,3942,Outro,True,False,False,False
Rua Adolfo Reile,Outros,63,3,1,2500,3396,Outro,True,False,False,False
Rua das Nhandirobas,Jabaquara,14,1,0,1500,1520,Sul,True,False,False,False
